Structure,SMILES,Charge
bronsted_acid_diol_107,OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@@H]3OC(C)(C)O[C@@H]3C(C4=CC=CC=C4)(C5=CC=CC=C5)NS(=O)(C(F)(F)F)=O,0
bronsted_acid_diol_108,CC1(C)O[C@@H]2[C@H](C(C3=CC=CC=C3)(C4=CC=CC=C4)NS(NC2(C5=CC=CC=C5)C6=CC=CC=C6)(=O)=O)O1,0
bronsted_acid_diol_109,NC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3OC(C)(C)O[C@H]3C(C4=CC=CC=C4)(C5=CC=CC=C5)N[S@@](C(F)(F)F)=O,0
bronsted_acid_diol_10,OC1=C(C2=CC=CC=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(C5=CC=CC=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_110,CC1(C)O[C@@H](C(C2=CC=CC=C2)(C3=CC=CC=C3)N[S@](C(F)(F)F)=O)[C@@H](C(C4=CC=CC=C4)(C5=CC=CC=C5)NCNC(C)C)O1,0
bronsted_acid_diol_111,OC(C1=C(F)C(F)=C(F)C(F)=C1F)(C2=C(F)C(F)=C(F)C(F)=C2F)[C@@H]3OC(C)(C)O[C@H]3C(C4=C(F)C(F)=C(F)C(F)=C4F)(C5=C(F)C(F)=C(F)C(F)=C5F)O,0
bronsted_acid_diol_112,SC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3OC(C)(C)O[C@H]3C(C4=CC=CC=C4)(C5=CC=CC=C5)NS(=O)(C(F)(F)F)=O,0
bronsted_acid_diol_113,NC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3OC(C)(C)O[C@H]3C(C4=CC=CC=C4)(C5=CC=CC=C5)NS(=O)(C(F)(F)F)=O,0
bronsted_acid_diol_114,CC1(C)O[C@@H](C(C2=CC=CC=C2)(C3=CC=CC=C3)NS(=O)(C(F)(F)F)=O)[C@@H](C(C4=CC=CC=C4)(C5=CC=CC=C5)SC)O1,0
bronsted_acid_diol_115,SC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3OC(C)(C)O[C@H]3C(C4=CC=CC=C4)(C5=CC=CC=C5)NC(C(F)(F)F)=O,0
bronsted_acid_diol_116,OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3OC(C)(C)O[C@H]3C(C4=CC=CC=C4)(C5=CC=CC=C5)NC(C(F)(F)F)=O,0
bronsted_acid_diol_117,CC1(C)O[C@@H](C(C2=CC=CC=C2)(C3=CC=CC=C3)NC(C(F)(F)F)=O)[C@@H](C(C4=CC=CC=C4)(C5=CC=CC=C5)NC(C(F)(F)F)=O)O1,0
bronsted_acid_diol_118,SC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@H]3OC(C)(C)O[C@H]3C(C4=CC=CC=C4)(C5=CC=CC=C5)O,0
bronsted_acid_diol_119,SC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@@H]3OC(C)(C)O[C@@H]3C(C4=CC=CC=C4)(C5=CC=CC=C5)OC,0
bronsted_acid_diol_11,OC(C=C1)=C(C2=C(CCCC3)C3=CC=C2OC)C4=C1CCCC4,0
bronsted_acid_diol_120,SC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@@H]3OC(C)(C)O[C@@H]3C(C4=CC=CC=C4)(C5=CC=CC=C5)OC(C)C,0
bronsted_acid_diol_121,SC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@@H]3OC(C)(C)O[C@@H]3C(C4=CC=CC=C4)(C5=CC=CC=C5)OCC6=CC=CC=C6,0
bronsted_acid_diol_122,SC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@@H]3OC(C)(C)O[C@@H]3C(C4=CC=CC=C4)(C5=CC=CC=C5)N(C)C,0
bronsted_acid_diol_123,O=S(N[C@H]1[C@H](NS(=O)(C(F)(F)F)=O)CCCC1)(C(F)(F)F)=O,0
bronsted_acid_diol_124,O=S(N[C@@H](C1=CC=CC=C1)[C@@H](NS(=O)(C(F)(F)F)=O)C2=CC=CC=C2)(C(F)(F)F)=O,0
bronsted_acid_diol_125,OC1=CC=CC=C1,0
bronsted_acid_diol_126,CS(=O)(O)=O,0
bronsted_acid_diol_127,OC1=C(C2(O)C3=C(C=CC=C3)C4=C2C=CC=C4)C=C5C(C=CC=C5)=C1C6=C(O)C(C7(O)C8=C(C=CC=C8)C9=C7C=CC=C9)=CC%10=CC=CC=C%106,0
bronsted_acid_diol_128,OC1=C(C(C2=CC=CC=C2)(O)C3=CC=CC=C3)C=C4C(C=CC=C4)=C1C5=C(O)C(C(C6=CC=CC=C6)(O)C7=CC=CC=C7)=CC8=CC=CC=C85,0
bronsted_acid_diol_129,OC1=C(C(C2=CC=CC=C2)(O)C3=CC=CC=C3)C=C4C(CCCC4)=C1C5=C(O)C(C(C6=CC=CC=C6)(O)C7=CC=CC=C7)=CC8=C5CCCC8,0
bronsted_acid_diol_12,OC(C(Br)=C1)=C(C2=C(CCCC3)C3=CC(Br)=C2OC)C4=C1CCCC4,0
bronsted_acid_diol_130,OC1=C(C(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)(O)C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)C=C4C(C=CC=C4)=C1C5=C(O)C(C(C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)(O)C7=CC(C(F)(F)F)=CC(C(F)(F)F)=C7)=CC8=CC=CC=C85,0
bronsted_acid_diol_13,OC1=C(C2=C(C)C=C(C)C=C2C)C=C3C(CCCC3)=C1C4=C(O)[C@@]([C@@]5=C(C)C=C(C)C=C5C)=CC6=C4CCCC6,0
bronsted_acid_diol_14,OC1=C(C2=CC(C)=CC(C)=C2)C=C3C(CCCC3)=C1C4=C(O)C(C5=CC(C)=CC(C)=C5)=CC6=C4CCCC6,0
bronsted_acid_diol_15,OC1=C(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C=C3C(CCCC3)=C1C4=C(O)C(C5=CC(C(F)(F)F)=CC(C(F)(F)F)=C5)=CC6=C4CCCC6,0
bronsted_acid_diol_16,OC(C1=CC(C)=CC(C)=C1)(C2=CC(C)=CC(C)=C2)C(C=C3)=[C@@]([C@@]4=C(CCCC5)C5=CC=C4C(C6=CC(C)=CC(C)=C6)(C7=CC(C)=CC(C)=C7)O)C8=C3CCCC8,0
bronsted_acid_diol_17,OC(C1=CC(C)=C(F)C(C)=C1)(C2=CC(C)=C(F)C(C)=C2)C(C=C3)=[C@@]([C@@]4=C(CCCC5)C5=CC=C4C(C6=CC(C)=C(F)C(C)=C6)(C7=CC(C)=C(F)C(C)=C7)O)C8=C3CCCC8,0
bronsted_acid_diol_18,O[C@@H](C(OC)=O)[C@@H](O)C(OC)=O,0
bronsted_acid_diol_19,OC(C1=CC=CC=C1)(C2=CC=CC=C2)[C@@H]3OC(C)(C)O[C@H]3C(C4=CC=CC=C4)(C5=CC=CC=C5)O,0
bronsted_acid_diol_1,O=S(N[C@H](C1=CC=CC=C1)[C@H](NS(=O)(C(F)(F)F)=O)C2=CC=CC=C2)(C(F)(F)F)=O,0
bronsted_acid_diol_20,OC(C1=CC=CC2=C1C=CC=C2)(C3=CC=CC4=C3C=CC=C4)[C@@H]5OC(C)(C)O[C@H]5C(C6=CC=CC7=C6C=CC=C7)(C8=CC=CC9=C8C=CC=C9)O,0
bronsted_acid_diol_21,OC1=CC=C2C(C=CC=C2)=[C@]1[C@]3=C(O)C(CN([H])C4=CN=CC=C4)=CC5=CC=CC=C53,0
bronsted_acid_diol_22,OC1=CC=C2C(C=CC=C2)=[C@]1[C@]3=C(O)C(CN(CC)C4=CN=CC=C4)=CC5=CC=CC=C53,0
bronsted_acid_diol_23,OC1=CC=C2C(C=CC=C2)=[C@]1[C@]3=C(O)C(CN(C(C)(C)C)C4=CN=CC=C4)=CC5=CC=CC=C53,0
bronsted_acid_diol_24,OC1=CC=C2C(C=CC=C2)=[C@]1[C@]3=C(O)C(CN(CC4=CC=CC=C4)C5=CN=CC=C5)=CC6=CC=CC=C63,0
bronsted_acid_diol_25,OC1=CC=C2C(C=CC=C2)=[C@]1[C@]3=C(O)C(CN(C(C)C)C4=CN=CC=C4)=CC5=CC=CC=C53,0
bronsted_acid_diol_26,OC1=[C@@]([C@@]2=C(C)C(Cl)=C(C)C=C2O)C(C)=C(Cl)C(C)=C1,0
bronsted_acid_diol_27,OC1=CC=C2C(C=CC=C2)=C1C3=C(O)C=CC4=C3CCCC4,0
bronsted_acid_diol_28,OC1=CC=C2C(C=CC(Br)=C2)=C1C3=C(O)C=CC4=CC(Br)=CC=C43,0
bronsted_acid_diol_29,OC1=CC=C2C(C=CC=C2)=C1C3=C(O)C(Br)=CC4=C3CCCC4,0
bronsted_acid_diol_2,FC(C(C(C(F)(S(N[C@H](C1=CC=CC=C1)[C@H](NS(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(=O)=O)C2=CC=CC=C2)(=O)=O)F)(F)F)(F)F)(F)F,0
bronsted_acid_diol_30,OC1=C(Br)C=C2C(C=CC=C2)=C1C3=C(O)C(Br)=CC4=CC=CC=C43,0
bronsted_acid_diol_31,OC1=C(SC2=CC=CC=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(SC5=CC=CC=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_32,OC(C1=CC(CC)=C(F)C(CC)=C1)(C2=CC(CC)=C(F)C(CC)=C2)C(C=C3)=[C@@]([C@@]4=C(CCCC5)C5=CC=C4C(C6=CC(CC)=C(F)C(CC)=C6)(C7=CC(CC)=C(F)C(CC)=C7)O)C8=C3CCCC8,0
bronsted_acid_diol_33,OC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C(C4=CC=CC=C4)(C5=CC=CC=C5)O,0
bronsted_acid_diol_34,OC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=C(C(O)(C5=CC=CC=C5)C6=CC=CC=C6)C=CC=C4,0
bronsted_acid_diol_35,CC(C=CC(C(C1=CC=CC=C1)(C2=CC=CC=C2)O[H])=C3)=C3/N=N\C4=CC(C(C5=CC=CC=C5)(C6=CC=CC=C6)O[H])=CC=C4C,0
bronsted_acid_diol_36,CC(C=CC(C(C1=CC=CC2=C1C=CC=C2)(C3=C(C=CC=C4)C4=CC=C3)O[H])=C5)=C5/N=N\C6=CC(C(C7=C(C=CC=C8)C8=CC=C7)(C9=CC=CC%10=C9C=CC=C%10)O[H])=CC=C6C,0
bronsted_acid_diol_37,CC(C=CC(C(C1=CC(C)=C(F)C(C)=C1)(C2=CC(C)=C(F)C(C)=C2)O[H])=C3)=C3/N=N\C4=CC(C(C5=CC(C)=C(F)C(C)=C5)(C6=CC(C)=C(F)C(C)=C6)O[H])=CC=C4C,0
bronsted_acid_diol_38,OC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,0
bronsted_acid_diol_39,CC1COC2=C(C=C3C=C(C=CC3=C2)C4=C(C=CC=C4O)O)C5=CC=CC6=C5C(=CC=C6)C(=[NH+]1)N,1
bronsted_acid_diol_3,CC(C)(C)C1=CC(C2=[NH+][C@H](C3=CC=CC=C3)[C@@H](C4=CC=CC=C4)N2)=CC(C5=[NH+][C@H](C6=CC=CC=C6)[C@@H](C7=CC=CC=C7)N5)=C1,2
bronsted_acid_diol_40,O[C@@H](C(O)=O)C1=CC=CC=C1,0
bronsted_acid_diol_41,OC1=C(F)C=C2C(C=CC=C2)=C1C3=C(O)C(F)=CC4=CC=CC=C43,0
bronsted_acid_diol_42,OC1=C(Cl)C=C2C(C=CC=C2)=C1C3=C(O)C(Cl)=CC4=CC=CC=C43,0
bronsted_acid_diol_43,OC1=C(C)C=C2C(C=CC=C2)=C1C3=C(O)C(C)=CC4=CC=CC=C43,0
bronsted_acid_diol_44,OC1=C(C(C)(C)C)C=C2C(C=CC=C2)=C1C3=C(O)C(C(C)(C)C)=CC4=CC=CC=C43,0
bronsted_acid_diol_45,OC1=C(C#C)C=C2C(C=CC=C2)=C1C3=C(O)C(C#C)=CC4=CC=CC=C43,0
bronsted_acid_diol_46,OC1=C(C#N)C=C2C(C=CC=C2)=C1C3=C(O)C(C#N)=CC4=CC=CC=C43,0
bronsted_acid_diol_47,OC1=C(C2=CC=C(C)C=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(C5=CC=C(C)C=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_48,OC1=C(C2=CC=C(F)C=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(C5=CC=C(F)C=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_49,OC1=C(C2=CC=C(Cl)C=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(C5=CC=C(Cl)C=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_4,O=C(N1C(C=CC=C2)=C2CC1)[C@@]3([H])CCCN3C4=CC=C(O[C@@]([H])(C5=C(C=C(OC)C=C6)C6=NC=C5)[C@@]7([H])[N@@+]8([H])C[C@H](CC)[C@@H](C7)CC8)N=N4,1
bronsted_acid_diol_50,OC1=C(C2=CC=C(O)C=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(C5=CC=C(O)C=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_51,OC1=C(C2=CC=C([N+]([O-])=O)C=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(C5=CC=C([N+]([O-])=O)C=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_52,OC1=C(C2=CC=C(C(F)(F)F)C=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(C5=CC=C(C(F)(F)F)C=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_53,OC1=C(C2=CC=C(C(C)(C)C)C=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(C5=CC=C(C(C)(C)C)C=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_54,OC1=C(C2=CC(F)=CC(F)=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(C5=CC(F)=CC(F)=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_55,OC1=C(C2=CC(Cl)=CC(Cl)=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(C5=CC(Cl)=CC(Cl)=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_56,OC1=C(C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(C5=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_57,OC1=C(C2=CC(F)=C(F)C(F)=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(C5=CC(F)=C(F)C(F)=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_58,OC1=C(C2=C(F)C=CC=C2F)C=C3C(C=CC=C3)=C1C4=C(O)[C@@]([C@@]5=C(F)C=CC=C5F)=CC6=CC=CC=C64,0
bronsted_acid_diol_59,OC1=C(C2=C(C)C=CC=C2C)C=C3C(C=CC=C3)=C1C4=C(O)[C@@]([C@@]5=C(C)C=CC=C5C)=CC6=CC=CC=C64,0
bronsted_acid_diol_5,OC1=CC=C2C(C=CC=C2)=C1C3=C(O)C=CC4=CC=CC=C43,0
bronsted_acid_diol_60,OC1=C(C2=C(C)C(C)=C(C)C(C)=C2C)C=C3C(C=CC=C3)=C1C4=C(O)[C@@]([C@@]5=C(C)C(C)=C(C)C(C)=C5C)=CC6=CC=CC=C64,0
bronsted_acid_diol_61,OC1=C(C2=C(C)C=C(C(C)(C)C)C=C2C)C=C3C(C=CC=C3)=C1C4=C(O)[C@@]([C@@]5=C(C)C=C(C(C)(C)C)C=C5C)=CC6=CC=CC=C64,0
bronsted_acid_diol_62,OC1=C(C2=C(C(C)(C)C)C=CC=C2C(C)(C)C)C=C3C(C=CC=C3)=C1C4=C(O)[C@@]([C@@]5=C(C(C)(C)C)C=CC=C5C(C)(C)C)=CC6=CC=CC=C64,0
bronsted_acid_diol_63,OC1=C(C2=CC(C(C)(C)C)=CC(C(C)(C)C)=C2)C=C3C(C=CC=C3)=C1C4=C(O)C(C5=CC(C(C)(C)C)=CC(C(C)(C)C)=C5)=CC6=CC=CC=C64,0
bronsted_acid_diol_64,OC(C(F)(F)F)(C(F)(F)F)[C@H](OC(C)(C)O1)[C@@H]1C(C(F)(F)F)(C(F)(F)F)O,0
bronsted_acid_diol_65,[C@H]1(NC2=CC=C(C=CC=C3)C3=N2)[C@H](NC4=[NH+]C(C=CC=C5)=C5C=C4)CCCC1,1
bronsted_acid_diol_66,O=C(C1=CC=C2C(C=CC=C2)=C1C3=C(C(O)=O)C=CC4=CC=CC=C43)O,0
bronsted_acid_diol_67,CC(C=C(C(C)(C)C)C=C1C)=[C@]1[C@@]2=CC3=CC=CC=C3C(C4=C(C=CC=C5)C5=CC(C6=C(C)C=C(C(C)(C)C)C=C6C)=C4C(O)=O)=C2C(O)=O,0
bronsted_acid_diol_68,CC1=CC(=CC(=C1C2=CC3=CC=CC=C3C(=C2C(=O)O)C4=C(C(=CC5=CC=CC=C54)C6=C(C=C(C=C6C)C78CC9CC(C7)CC(C9)C8)C)C(=O)O)C)C12CC3CC(C1)CC(C3)C2,0
bronsted_acid_diol_69,O=C(C1=C(C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C2)C=C3C(C=CC=C3)=C1C4=C(C(O)=O)C(C5=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C5)=CC6=CC=CC=C64)O,0
bronsted_acid_diol_6,OC1=C(C2=C(C=CC=C3)C3=CC=C2OC)C4=CC=CC=C4C=C1,0
bronsted_acid_diol_70,O=C(C1=C(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C=C3C(C=CC=C3)=C1C4=C(C(O)=O)C(C5=CC(C(F)(F)F)=CC(C(F)(F)F)=C5)=CC6=CC=CC=C64)O,0
bronsted_acid_diol_71,OC1=CC=C2C(C=CC=C2)=[C@@]1[C@@]3=C(C(S(=O)(C(F)(F)F)=O)S(=O)(C(F)(F)F)=O)C=CC4=CC=CC=C43,0
bronsted_acid_diol_72,C1(C2=[NH+]CCN2)=CC=CC=C1,1
bronsted_acid_diol_73,CC1=C(C(O)=O)C=CC=C1,0
bronsted_acid_diol_74,ClC1=C(C(O)=O)C=CC=C1,0
bronsted_acid_diol_75,OC(C1=C([N+]([O-])=O)C=CC=C1)=O,0
bronsted_acid_diol_76,OC(C1=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C1)=O,0
bronsted_acid_diol_77,OC(C1=C(F)C(F)=C(F)C(F)=C1F)=O,0
bronsted_acid_diol_78,OC(C(F)(F)F)=O,0
bronsted_acid_diol_79,OC1=CC=C(C(N2[C@H](C(NCC(C)C)=O)C[C@@]3(C(N(CC4=CC=CC=C4)[C@@H](CC5=CC=C(C(O)=O)C=C5)C(N3CC6=CC=CC=C6)=O)=O)C2)=O)C=C1,0
bronsted_acid_diol_7,OC1=CC=C2C(CCCC2)=C1C3=C(O)C=CC4=C3CCCC4,0
bronsted_acid_diol_80,OC1=CC=C(C(C)(C)C)C=C1,0
bronsted_acid_diol_81,OC1=CC=C(Br)C=C1,0
bronsted_acid_diol_82,OC1=CC=C([N+]([O-])=O)C=C1,0
bronsted_acid_diol_83,OC1=C(F)C(F)=C(F)C(F)=C1F,0
bronsted_acid_diol_84,C[Si](O)(C(C)(C)C)C,0
bronsted_acid_diol_85,O[Si](C1=C(C=CC=C2)C2=CC=C1)(O)C3=CC=CC4=C3C=CC=C4,0
bronsted_acid_diol_86,O,0
bronsted_acid_diol_87,OC1=CC=C2C(C=CC=C2)=[C@]1[C@]3=C(O)C(COCC4=C(O)[C@@]([C@@]5=C(O)C=CC6=CC=CC=C65)=C(C=CC=C7)C7=C4)=CC8=CC=CC=C83,0
bronsted_acid_diol_88,OC1=[C@]([C@]2=C(C3=CC=CC=C3)C=C(C=CC=C4)C4=C2O)C(C5=CC=CC=C5)=CC6=C1C=CC=C6,0
bronsted_acid_diol_89,C1CC2(CCC3=C2C(=CC=C3)O)C4=C1C=CC=C4O,0
bronsted_acid_diol_8,OC1=C(Br)C=C2C(CCCC2)=C1C3=C(O)C(Br)=CC4=C3CCCC4,0
bronsted_acid_diol_90,O=S(C1=[C@@]([C@@]2=C(C=CC=C3)C3=CC=C2S(=O)(O)=O)C4=CC=CC=C4C=C1)(O)=O,0
bronsted_acid_diol_91,OC(C(C=CC=C1)=C1B2C[C@@H](C3=CC=CC=C3)C(C4=CC=CC=C4)(C5=CC=CC=C5)C2)=O,0
bronsted_acid_diol_92,CC1(C)[C@@]2(CS(=O)(O)=O)CC[C@@H]1CC2=O,0
bronsted_acid_diol_93,OC([C@@H](O)C1=C2C(C=CC=C2)=CC=C1)=O,0
bronsted_acid_diol_94,O=C(C1=CC2=CC=CC=C2C=C1)O,0
bronsted_acid_diol_95,O=S(C1=[C@@]([C@@]2=C(C=CC=C3)C3=CC(C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=C2S(=O)(O)=O)C5=CC=CC=C5C=C1C6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)(O)=O,0
bronsted_acid_diol_96,O[Si]1(O)C2=CC=C3C(C=CC=C3)=C2C4=C1C=CC5=CC=CC=C54,0
bronsted_acid_diol_97,O[Si]1(O)CC2=[C@@]([C@@]3=C(C=CC=C4)C4=CC=C3C1)C5=CC=CC=C5C=C2,0
bronsted_acid_diol_98,O[Si](C)(C)C1=CC2=CC=C1CCC3=CC=C(CC2)C([Si](C)(C)O)=C3,0
bronsted_acid_diol_99,O=C(C1=[C@@]([C@@]2=C(C=CC=C3)C3=CC(C4=CC=CC=C4)=C2C(NS(=O)(C(F)(F)F)=O)=O)C5=CC=CC=C5C=C1C6=CC=CC=C6)NS(=O)(C(F)(F)F)=O,0
bronsted_acid_diol_9,OC1=C(C2=CC=CC=C2)C=C3C(CCCC3)=C1C4=C(O)C(C5=CC=CC=C5)=CC6=C4CCCC6,0
bronsted_base_10,CC[C@@H]1CN2CC[C@@H]1C[C@@H]2[C@@H](C3=C4C=C(C=CC4=NC=C3)OC)OC5=NN=C(C6=CC=CC=C65)O[C@@H]([C@H]7C[C@@H]8CCN7C[C@@H]8CC)C9=C1C=C(C=CC1=NC=C9)OC,0
bronsted_base_11,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)OC5=NN=C(C6=CC=CC=C65)O[C@H]([C@H]7C[C@@H]8CCN7C[C@@H]8CC)C9=C1C=C(C=CC1=NC=C9)OC,0
bronsted_base_12,CC[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](C3=C4C=C(C=CC4=NC=C3)OC)OC5=C(C(=NC(=N5)C6=CC=CC=C6)O[C@@H]([C@@H]7C[C@@H]8CCN7C[C@@H]8CC)C9=C1C=C(C=CC1=NC=C9)OC)C1=CC=CC=C1,0
bronsted_base_13,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)OC5=C(C(=NC(=N5)C6=CC=CC=C6)O[C@H]([C@H]7C[C@@H]8CCN7C[C@@H]8CC)C9=C1C=C(C=CC1=NC=C9)OC)C1=CC=CC=C1,0
bronsted_base_14,CC(C)(C)[C@H]1CN2C[C@H](C(C)(C)C)NC2=N1,0
bronsted_base_15,CN(C(N(C)C)=NC(C)(C)C)C,0
bronsted_base_16,C12=NCCCN1CCCCN2,0
bronsted_base_17,C12=NCCCN1CCCN2,0
bronsted_base_18,CC(N=C1C(N(C(C)C)C(C)C)=C1N(C(C)C)C(C)C)(C)C,0
bronsted_base_19,CC(N=P(N(C)C)(N(C)C)N(C)C)(C)C,0
bronsted_base_1,O=C([C@H](CC1=CC=CC=C1)N2)N[C@@H](CC3=NC=CN3)C2=O,0
bronsted_base_20,C1CCC(CC1)N(C2CCCCC2)C3=C(C3=N[C@@H](CC4=CC=CC=C4)CO)N(C5CCCCC5)C6CCCCC6,0
bronsted_base_21,OC[C@@H](CC1=CC=CC=C1)/N=C2N([C@@H](C3=CC=CC=C3)[C@H](C4=CC=CC=C4)N\2C)C,0
bronsted_base_22,C[C@@H](C1=CC=CC=C1)/N=C2C(N(C3CCCCC3)C4CCCCC4)=C\2N(C5CCCCC5)C6CCCCC6,0
bronsted_base_23,CC(C)N(C1=C(C1=N[C@@H](CC2=CC=CC=C2)CO)N(C(C)C)C(C)C)C(C)C,0
bronsted_base_24,C[C@@H](C1=CC=CC=C1)N/C(N(CC)CC)=N/C(C2=CC=CC=C2)C3=CC=CC=C3,0
bronsted_base_25,C[C@@H](C1=CC=CC=C1)N/C(N2CCCC2)=N/C(C3=CC=CC=C3)C4=CC=CC=C4,0
bronsted_base_26,CCN(/C(NC1=CC=CC=C1)=N\C(C2=CC=CC=C2)C3=CC=CC=C3)CC,0
bronsted_base_27,CCN(/C(NC1CCCCC1)=N\C(C2=CC=CC=C2)C3=CC=CC=C3)CC,0
bronsted_base_28,OC[C@H](CC1=CC=CC=C1)/N=C2N(C)[C@H](C3=CC(C)=CC(C)=C3)[C@@H](C4=CC(C)=CC(C)=C4)N/2C,0
bronsted_base_29,OC[C@@H](C1=CC=CC=C1)/N=C2N(C)[C@H](C3=CC=CC=C3)[C@@H](C4=CC=CC=C4)N/2C,0
bronsted_base_2,O=C([C@H](CC1=CC=CC=C1)N2)N[C@@H](CCNC(N)=N)C2=O,0
bronsted_base_31,OC[C@@H](CC1=CC=CC=C1)/N=C2N(C)[C@@H](C3=CC=CC=C3C)[C@H](C4=C(C)C=CC=C4)N\2C,0
bronsted_base_32,OC[C@@H](CC1=CC=CC=C1)/N=C2N(CC3=CC=CC=C3)[C@@H](C4=CC=CC=C4)[C@H](C5=CC=CC=C5)N\2CC6=CC=CC=C6,0
bronsted_base_33,C/N=C1NCC2=C(C3=C(C=CC=C4)C4=CC(C5=CC(C6=CC(C(C)(C)C)=CC(C(C)(C)C)=C6)=CC(C7=CC(C(C)(C)C)=CC(C(C)(C)C)=C7)=C5)=C3CN\1)C8=CC=CC=C8C=C2C9=CC(C%10=CC(C(C)(C)C)=CC(C(C)(C)C)=C%10)=CC(C%11=CC(C(C)(C)C)=CC(C(C)(C)C)=C%11)=C9,0
bronsted_base_34,CC(C1=CC(C2=CC3=CC=CC=C3C(C4=C(C=CC=C5)C5=CC(C6=CC(C(C)(C)C)=CC(C(C)(C)C)=C6)=C4CN/7)=C2CNC7=N/C(C8=CC=CC=C8)C9=CC=CC=C9)=CC(C(C)(C)C)=C1)(C)C,0
bronsted_base_35,C12=N[C@@H](CC3=CC=CC=C3)CN1C[C@H](CC4=CC=CC=C4)N2,0
bronsted_base_36,[H]/C(C1=CC2=CC=C1CCC3=CC=C(CC2)C=C3C(OC)=O)=N\[C@@H]4O[C@H](COC(C(C)(C)C)=O)[C@H](OC(C(C)(C)C)=O)[C@H](OC(C(C)(C)C)=O)[C@H]4OC(C(C)(C)C)=O,0
bronsted_base_37,NC(N1CC2=C(C3=CC=C(C4=CC(C(C)(C)C)=CC(C(C)(C)C)=C4)C=C3)C=C5C(C=CC=C5)=[C@@]2[C@@]6=C(C1)C(C7=CC=C(C8=CC(C(C)(C)C)=CC(C(C)(C)C)=C8)C=C7)=CC9=CC=CC=C96)=N,0
bronsted_base_38,[H][C@]([C@@]1([N@](C[C@]2([H])CC)CC[C@H]2C1)[H])(OC(C3=CC=C(Cl)C=C3)=O)C4=CC=NC5=CC=C(OC)C=C54,0
bronsted_base_39,CC[C@]1([H])[C@@H]2C[C@@]([N@](C1)CC2)([H])[C@]([H])(OC(C3=CC=C(Cl)C=C3)=O)C4=CC=NC5=C4C=C(OC)C=C5,0
